|Posición|Descripcion|conc
4197|690912|Artículos de cerámica con una dureza >= 9 en la escala de Mohs, para usos químicos o demás ...|690912 - Artículos de cerámica con una dureza >= 9 en la escala de Mohs, para usos químicos o demás ...
4198|690919|Aparatos y artículos de cerámica, para usos químicos o demás usos técnicos (exc. de porcelana, ...|690919 - Aparatos y artículos de cerámica, para usos químicos o demás usos técnicos (exc. de porcelana, ...
4199|690990|Abrevaderos, pilas y recipientes simil., de cerámica, para uso rural; cántaros y recipientes ...|690990 - Abrevaderos, pilas y recipientes simil., de cerámica, para uso rural; cántaros y recipientes ...
4200|691010|"Fregaderos """"piletas para lavar"""", lavabos, pedestales de lavabo, bañeras, bidés, inodoros, ..."""|"691010 - Fregaderos """"piletas para lavar"""", lavabos, pedestales de lavabo, bañeras, bidés, inodoros, ..."""
4201|691090|"Fregaderos """"piletas para lavar"""", lavabos, pedestales de lavabo, bañeras, bidés, inodoros, ..."""|"691090 - Fregaderos """"piletas para lavar"""", lavabos, pedestales de lavabo, bañeras, bidés, inodoros, ..."""
4202|691110|Artículos para servicio de mesa o cocina, de porcelana (exc. objetos de adorno; cántaros, bombonas ...|691110 - Artículos para servicio de mesa o cocina, de porcelana (exc. objetos de adorno; cántaros, bombonas ...
4203|691190|Vajilla y demás artículos de uso doméstico, higiene o tocador, de porcelana (exc. artículos ...|691190 - Vajilla y demás artículos de uso doméstico, higiene o tocador, de porcelana (exc. artículos ...
4204|691200|Vajilla y demás artículos de uso doméstico, higiene o tocador, de cerámica (excepto de porcelana)|691200 - Vajilla y demás artículos de uso doméstico, higiene o tocador, de cerámica (excepto de porcelana)
4205|691310|Estatuillas y demás artículos para adorno, de porcelana, n.c.o.p.|691310 - Estatuillas y demás artículos para adorno, de porcelana, n.c.o.p.
4206|691390|Estatuillas y demás artículos para adorno, de cerámica distinta de la porcelana, n.c.o.p.|691390 - Estatuillas y demás artículos para adorno, de cerámica distinta de la porcelana, n.c.o.p.
4207|691410|Manufacturas de porcelana, n.c.o.p.|691410 - Manufacturas de porcelana, n.c.o.p.
4208|691490|Manufacturas de cerámica (excl. porcelamica o china)|691490 - Manufacturas de cerámica (excl. porcelamica o china)
4209|700100|Vidrio y otros desperdicios y desechos de vidrio; vidrio en masa (exc. vidrio en polvo, gránulos ...|700100 - Vidrio y otros desperdicios y desechos de vidrio; vidrio en masa (exc. vidrio en polvo, gránulos ...
4210|700210|Vidrio en bolas, sin trabajar (exc. microesferas de vidrio con un diámetro <= 1 mm, así como ...|700210 - Vidrio en bolas, sin trabajar (exc. microesferas de vidrio con un diámetro <= 1 mm, así como ...
4211|700220|Barras o varillas de vidrio, sin trabajar|700220 - Barras o varillas de vidrio, sin trabajar
4212|700231|Tubos, de cuarzo o demás sílices fundidos, sin trabajar|700231 - Tubos, de cuarzo o demás sílices fundidos, sin trabajar
4213|700232|Tubos de vidrio, con un coeficiente de dilatación lineal <= 5 x 10-6 por Kelvin, entre 0°C ...|700232 - Tubos de vidrio, con un coeficiente de dilatación lineal <= 5 x 10-6 por Kelvin, entre 0°C ...
4214|700239|Tubos de vidrio, sin trabajar (exc. con un coeficiente de dilatación lineal <= 5 x 10-6 por ...|700239 - Tubos de vidrio, sin trabajar (exc. con un coeficiente de dilatación lineal <= 5 x 10-6 por ...
4215|700312|Placas u hojas de vidrio colado o laminado, coloreadas en la masa, opacificadas, chapadas o ...|700312 - Placas u hojas de vidrio colado o laminado, coloreadas en la masa, opacificadas, chapadas o ...
4216|700319|Placas u hojas de vidrio colado o laminado, pero sin trabajar de otro modo (exc. armadas, así ...|700319 - Placas u hojas de vidrio colado o laminado, pero sin trabajar de otro modo (exc. armadas, así ...
4217|700320|Placas u hojas de vidrio colado o laminado, armadas, incl. con capa absorbente, reflectante ...|700320 - Placas u hojas de vidrio colado o laminado, armadas, incl. con capa absorbente, reflectante ...
4218|700330|Perfiles de vidrio, incl. con capa absorbente, reflectante o antirreflectante, pero sin trabajar ...|700330 - Perfiles de vidrio, incl. con capa absorbente, reflectante o antirreflectante, pero sin trabajar ...
4219|700420|Hojas de vidrio estirado o soplado, coloreadas en la masa, opacificadas, chapadas o con capa ...|700420 - Hojas de vidrio estirado o soplado, coloreadas en la masa, opacificadas, chapadas o con capa ...
4220|700490|Hojas de vidrio estirado o soplado, pero sin trabajar de otro modo (exc. coloreadas en la masa, ...|700490 - Hojas de vidrio estirado o soplado, pero sin trabajar de otro modo (exc. coloreadas en la masa, ...
4221|700510|Vidrio flotado y vidrio desbastado o pulido por una o las dos caras, en placas o en hojas, ...|700510 - Vidrio flotado y vidrio desbastado o pulido por una o las dos caras, en placas o en hojas, ...
4222|700521|Vidrio flotado y vidrio desbastado o pulido por una o las dos caras, en placas o en hojas, ...|700521 - Vidrio flotado y vidrio desbastado o pulido por una o las dos caras, en placas o en hojas, ...
4223|700529|Vidrio flotado y vidrio desbastado o pulido por una o las dos caras, en placas o en hojas, ...|700529 - Vidrio flotado y vidrio desbastado o pulido por una o las dos caras, en placas o en hojas, ...
4224|700530|Vidrio flotado y vidrio desbastado o pulido por una o las dos caras, en placas o en hojas, ...|700530 - Vidrio flotado y vidrio desbastado o pulido por una o las dos caras, en placas o en hojas, ...
4225|700600|Vidrio de las partidas 7003, 7004 ó 7005, curvado, biselado, grabado, taladrado, esmaltado ...|700600 - Vidrio de las partidas 7003, 7004 ó 7005, curvado, biselado, grabado, taladrado, esmaltado ...
4226|700711|Vidrio templado, de dimensiones y formatos que permitan su empleo en automóviles, aeronaves, ...|700711 - Vidrio templado, de dimensiones y formatos que permitan su empleo en automóviles, aeronaves, ...
4227|700719|Vidrio templado (exc. de dimensiones y formatos que permitan su empleo en automóviles, aeronaves, ...|700719 - Vidrio templado (exc. de dimensiones y formatos que permitan su empleo en automóviles, aeronaves, ...
4228|700721|Vidrio contrachapado, de dimensiones y formatos que permitan su empleo en automóviles, aeronaves, ...|700721 - Vidrio contrachapado, de dimensiones y formatos que permitan su empleo en automóviles, aeronaves, ...
4229|700729|Vidrio contrachapado (exc. de dimensiones y formatos que permitan su empleo en automóviles, ...|700729 - Vidrio contrachapado (exc. de dimensiones y formatos que permitan su empleo en automóviles, ...
4230|700800|Vidrieras aislantes de paredes múltiples|700800 - Vidrieras aislantes de paredes múltiples
4231|700910|Espejos retrovisores enmarcados o no, incl. los espejos retrovisores, con marco o sin él, para ...|700910 - Espejos retrovisores enmarcados o no, incl. los espejos retrovisores, con marco o sin él, para ...
4232|700991|Espejos de vidrio, sin enmarcar (exc. espejos retrovisores para vehículos, espejos de óptica ...|700991 - Espejos de vidrio, sin enmarcar (exc. espejos retrovisores para vehículos, espejos de óptica ...
4233|700992|Espejos de vidrio, enmarcados (exc. espejos retrovisores para vehículos, espejos de óptica ...|700992 - Espejos de vidrio, enmarcados (exc. espejos retrovisores para vehículos, espejos de óptica ...
4234|701010|Ampollas de vidrio|701010 - Ampollas de vidrio
4235|701020|Tapones, tapas y demás dispositivos de cierre, de vidrio|701020 - Tapones, tapas y demás dispositivos de cierre, de vidrio
4236|701090|"Bombonas """"damajuanas"""", botellas, frascos, bocales, tarros, envases tubulares y demás recipientes ..."""|"701090 - Bombonas """"damajuanas"""", botellas, frascos, bocales, tarros, envases tubulares y demás recipientes ..."""
4237|701091|Los demas tapones, tapas y demas dispositivos de cierre cap. sup. a 11|701091 - Los demas tapones, tapas y demas dispositivos de cierre cap. sup. a 11
4238|701092|Tapones, tapas y demas dispositivos de cierre sup. 0.33 i pero inferio|701092 - Tapones, tapas y demas dispositivos de cierre sup. 0.33 i pero inferio
4239|701093|Tapones, tapas y demas dispositivos de cierre superior a0.15 l  pero|701093 - Tapones, tapas y demas dispositivos de cierre superior a0.15 l  pero
4240|701094|Tapones, tapas y denas dispositivos de cierre inferior o igual a 0.15l|701094 - Tapones, tapas y denas dispositivos de cierre inferior o igual a 0.15l
4241|701110|Ampollas y envolturas tubulares, abiertas, y sus partes, de vidrio, sin guarniciones, manifiestamente ...|701110 - Ampollas y envolturas tubulares, abiertas, y sus partes, de vidrio, sin guarniciones, manifiestamente ...
4242|701120|Ampollas y envolturas tubulares, abiertas, y sus partes, de vidrio, sin guarniciones, manifiestamente ...|701120 - Ampollas y envolturas tubulares, abiertas, y sus partes, de vidrio, sin guarniciones, manifiestamente ...
4243|701190|Ampollas y envolturas tubulares, abiertas, y sus partes, de vidrio, sin guarniciones, manifiestamente ...|701190 - Ampollas y envolturas tubulares, abiertas, y sus partes, de vidrio, sin guarniciones, manifiestamente ...
4244|701200|Ampollas de vidrio para termos o demás recipientes isotérmicos aislados por vacío|701200 - Ampollas de vidrio para termos o demás recipientes isotérmicos aislados por vacío
4245|701310|Artículos de vitrocerámica para servicio de mesa, de cocina, de tocador, para oficina, de adorno ...|701310 - Artículos de vitrocerámica para servicio de mesa, de cocina, de tocador, para oficina, de adorno ...
4246|701321|Vasos, jarros y demás recipientes de vidrio para beber, de cristal al plomo|701321 - Vasos, jarros y demás recipientes de vidrio para beber, de cristal al plomo
4247|701322|Vasos, jarros y demás recipientes de vidrio para beber|701322 - Vasos, jarros y demás recipientes de vidrio para beber
4248|701328|Vasos y demás recipientes de vidrio para beber (exc, de vitrocéramica o de cristal al plomo)|701328 - Vasos y demás recipientes de vidrio para beber (exc, de vitrocéramica o de cristal al plomo)
4249|701329|Vasos, jarros y demás recipientes de vidrio para beber (exc. de vitrocerámica o de cristal ...|701329 - Vasos, jarros y demás recipientes de vidrio para beber (exc. de vitrocerámica o de cristal ...
4250|701331|Artículos de cristal al plomo, para servicio de mesa o de cocina (exc. objetos de la partida ...|701331 - Artículos de cristal al plomo, para servicio de mesa o de cocina (exc. objetos de la partida ...
4251|701332|Artículos de vidrio, para servicio de mesa o de cocina, con un coeficiente de dilatación lineal ...|701332 - Artículos de vidrio, para servicio de mesa o de cocina, con un coeficiente de dilatación lineal ...
4252|701333|Vasos, jarros y demás recipientes de vidrio para beber (exc. posavasos)|701333 - Vasos, jarros y demás recipientes de vidrio para beber (exc. posavasos)
4253|701337|Vasos, jarros y demás recipientes de cristal para beber (exc. de vitrocéramica)|701337 - Vasos, jarros y demás recipientes de cristal para beber (exc. de vitrocéramica)
4254|701339|Artículos de vidrio, para servicio de mesa o de cocina (exc. con un coeficiente de dilatación ...|701339 - Artículos de vidrio, para servicio de mesa o de cocina (exc. con un coeficiente de dilatación ...
4255|701341|Artículos de cristal al plomo, para servicio de mesa o de cocina (exc. objetos de la partida ...|701341 - Artículos de cristal al plomo, para servicio de mesa o de cocina (exc. objetos de la partida ...
4256|701342|Artículos de vidrio, para servicio de mesa o de cocina, con un coeficiente de dilatación lineal ...|701342 - Artículos de vidrio, para servicio de mesa o de cocina, con un coeficiente de dilatación lineal ...
4257|701349|Artículos de vidrio, para servicio de mesa o de cocina (exc. con un coeficiente de dilatación ...|701349 - Artículos de vidrio, para servicio de mesa o de cocina (exc. con un coeficiente de dilatación ...
4258|701391|Artículos de cristal al plomo, de tocador, para oficina, de adorno de interiores o usos simil. ...|701391 - Artículos de cristal al plomo, de tocador, para oficina, de adorno de interiores o usos simil. ...
4259|701399|Artículos de vidrio, de tocador, para oficina, de adorno de interiores o usos simil. (exc. ...|701399 - Artículos de vidrio, de tocador, para oficina, de adorno de interiores o usos simil. (exc. ...
4260|701400|Vidrio para señalización y elementos de óptica de vidrio (excepto los de la partida 7015), ...|701400 - Vidrio para señalización y elementos de óptica de vidrio (excepto los de la partida 7015), ...
4261|701510|"Cristales correctores para gafas """"anteojos"""", abombados, curvados, ahuecados o simil., sin ..."""|"701510 - Cristales correctores para gafas """"anteojos"""", abombados, curvados, ahuecados o simil., sin ..."""
4262|701590|"Cristales para reloj y cristales análogos, cristales para gafas """"anteojos"""", incl. correctores, ..."""|"701590 - Cristales para reloj y cristales análogos, cristales para gafas """"anteojos"""", incl. correctores, ..."""
4263|701610|Cubos, dados y demás artículos simil., de vidrio, incl. con soporte, para mosaicos y decoraciones ...|701610 - Cubos, dados y demás artículos simil., de vidrio, incl. con soporte, para mosaicos y decoraciones ...
4264|701690|"Adoquines, boldosas, ladrillos, placas, tejas y demás artículos, de vidrio prensado o moldeado, ..."""|"701690 - Adoquines, boldosas, ladrillos, placas, tejas y demás artículos, de vidrio prensado o moldeado, ..."""
4265|701710|Artículos de vidrio para laboratorio, higiene o farmacia, incl. graduados o calibrados, de ...|701710 - Artículos de vidrio para laboratorio, higiene o farmacia, incl. graduados o calibrados, de ...
4266|701720|Artículos de vidrio para laboratorio, higiene o farmacia, incl. graduados o calibrados, con ...|701720 - Artículos de vidrio para laboratorio, higiene o farmacia, incl. graduados o calibrados, con ...
4267|701790|Artículos de vidrio para laboratorio, higiene o farmacia, incl. graduados o calibrados (exc. ...|701790 - Artículos de vidrio para laboratorio, higiene o farmacia, incl. graduados o calibrados (exc. ...
4268|701810|Cuentas de vidrio, imitaciones de perlas, de piedras preciosas o semipreciosas y artículos ...|701810 - Cuentas de vidrio, imitaciones de perlas, de piedras preciosas o semipreciosas y artículos ...
4269|701820|Microesferas de vidrio con un diámetro <= 1 mm|701820 - Microesferas de vidrio con un diámetro <= 1 mm
4270|701890|"Ojos de vidrio (exc. los de prótesis); objetos de cuentas de vidrio o de imitaciones de perlas, ..."""|"701890 - Ojos de vidrio (exc. los de prótesis); objetos de cuentas de vidrio o de imitaciones de perlas, ..."""
4271|701911|"Hilados de fibra de vidrio """"chopped strands"""" de longitud <= 50 mm"""""|"701911 - Hilados de fibra de vidrio """"chopped strands"""" de longitud <= 50 mm"""""
4272|701912|"Mechas """"rovings"""", """"stratifils"""", de fibra de vidrio"""""|"701912 - Mechas """"rovings"""", """"stratifils"""", de fibra de vidrio"""""
4273|701913|Hilados y astillas de fibra de vidrio (exc. ​​en hebras cortadas de longitud <= 50 mm y mechas)|701913 - Hilados y astillas de fibra de vidrio (exc. ​​en hebras cortadas de longitud <= 50 mm y mechas)
4274|701914|Esteras de fibra de vidrio unidas mecánicamente|701914 - Esteras de fibra de vidrio unidas mecánicamente
4275|701915|Esteras de fibras de vidrio unidas químicamente|701915 - Esteras de fibras de vidrio unidas químicamente
4276|701919|"Tortas de fibra de vidrio """"tortas textiles"""" y hebras de fibra de vidrio cortadas de una ..."""|"701919 - Tortas de fibra de vidrio """"tortas textiles"""" y hebras de fibra de vidrio cortadas de una ..."""
4277|701931|Fibra de vidrio, incluida la lana de vidrio, y manufacturas de esta materia (por ejemplo: hilados, ...|701931 - Fibra de vidrio, incluida la lana de vidrio, y manufacturas de esta materia (por ejemplo: hilados, ...
4278|701932|Fibra de vidrio, incluida la lana de vidrio, y manufacturas de esta materia (por ejemplo: hilados, ...|701932 - Fibra de vidrio, incluida la lana de vidrio, y manufacturas de esta materia (por ejemplo: hilados, ...
4279|701939|"Napas, colchones, paneles y productos simil. sin tejer, de fibras de vidrio (exc. """"mats"""" ..."""|"701939 - Napas, colchones, paneles y productos simil. sin tejer, de fibras de vidrio (exc. """"mats"""" ..."""
4280|701940|"Tejidos de mechas """"rovings"""", """"stratifils"""", de fibra de vidrio"""""|"701940 - Tejidos de mechas """"rovings"""", """"stratifils"""", de fibra de vidrio"""""
4281|701951|"Tejidos, incl. cintas, de fibra de vidrio, de anchura <= 30 cm (exc. de mechas """"rovings"""", ..."""|"701951 - Tejidos, incl. cintas, de fibra de vidrio, de anchura <= 30 cm (exc. de mechas """"rovings"""", ..."""
4282|701952|"Tejidos, incl. cintas, de filamentos de fibra de vidrio, de anchura > 30 cm, de ligamento ..."""|"701952 - Tejidos, incl. cintas, de filamentos de fibra de vidrio, de anchura > 30 cm, de ligamento ..."""
4283|701959|"Tejidos, incl. cintas, de fibra de vidrio, de anchura > 30 cm (exc. tejidos de filamentos ..."""|"701959 - Tejidos, incl. cintas, de fibra de vidrio, de anchura > 30 cm (exc. tejidos de filamentos ..."""
4284|701961|Vidrio y sus manufacturas. Fibra de vidrio (incluida la lana de vidrio) y manufacturas de esta materia (por ejemplo: hilados, «roving», tejidos). Telas unidas mecánicamente. Tejidos planos de «rovings» de malla cerrada.|701961 - Vidrio y sus manufacturas. Fibra de vidrio (incluida la lana de vidrio) y manufacturas de esta materia (por ejemplo: hilados, «roving», tejidos). Telas unidas mecánicamente. Tejidos planos de «rovings» de malla cerrada.
4285|701962|Las demás vidrio y sus manufacturas.Fibra de vidrio (incluida la lana de vidrio) y manufacturas de esta materia (por ejemplo: hilados, «roving», tejidos).Telas unidas mecánicamente. Telas de «rovings» de malla cerrada|701962 - Las demás vidrio y sus manufacturas.Fibra de vidrio (incluida la lana de vidrio) y manufacturas de esta materia (por ejemplo: hilados, «roving», tejidos).Telas unidas mecánicamente. Telas de «rovings» de malla cerrada
4286|701963|Telas unidas mecánicamente: Tejidos de hilados de malla cerrada, de ligamento tafetán, sin recubrir ni estratificar|701963 - Telas unidas mecánicamente: Tejidos de hilados de malla cerrada, de ligamento tafetán, sin recubrir ni estratificar
4287|701964|Tejidos cerrados, de ligamento tafetán, de hilados de fibra de vidrio, revestidos o estratificados|701964 - Tejidos cerrados, de ligamento tafetán, de hilados de fibra de vidrio, revestidos o estratificados
4288|701965|Tejidos abiertos de fibras de vidrio, de ancho <= 30 cm|701965 - Tejidos abiertos de fibras de vidrio, de ancho <= 30 cm
4289|701966|Tejidos abiertos de fibras de vidrio, de ancho> 30 cm|701966 - Tejidos abiertos de fibras de vidrio, de ancho> 30 cm
4290|701969|Tejidos de fibras de vidrio aglomerados mecánicamente (exc. ​​tejidos cerrados de mechas y ...|701969 - Tejidos de fibras de vidrio aglomerados mecánicamente (exc. ​​tejidos cerrados de mechas y ...
4291|701971|"Láminas delgadas ""velos"" de fibras de vidrio laminadas irregularmente"|"701971 - Láminas delgadas ""velos"" de fibras de vidrio laminadas irregularmente"
4292|701972|Tejidos cerrados químicamente aglutinados de fibras de vidrio (exc. ​​velos)|701972 - Tejidos cerrados químicamente aglutinados de fibras de vidrio (exc. ​​velos)
4293|701973|Tejidos abiertos de fibras de vidrio aglomerados químicamente (exc. ​​velos)|701973 - Tejidos abiertos de fibras de vidrio aglomerados químicamente (exc. ​​velos)
4294|701980|Lana de vidrio y sus manufacturas|701980 - Lana de vidrio y sus manufacturas
4295|701990|Fibras de vidrio y sus manufacturas, n.c.o.p.|701990 - Fibras de vidrio y sus manufacturas, n.c.o.p.
4296|702000|Las demás manufacturas de vidrio|702000 - Las demás manufacturas de vidrio
4297|710110|"Perlas finas """"naturales"""", incl. trabajadas o clasificadas, pero sin ensartar, montar ni ..."""|"710110 - Perlas finas """"naturales"""", incl. trabajadas o clasificadas, pero sin ensartar, montar ni ..."""
4298|710121|Perlas cultivadas, en bruto, incl. clasificadas|710121 - Perlas cultivadas, en bruto, incl. clasificadas
4299|710122|Perlas cultivadas, trabajadas, incl. clasificadas, pero sin ensartar, montar ni engarzar; perlas ...|710122 - Perlas cultivadas, trabajadas, incl. clasificadas, pero sin ensartar, montar ni engarzar; perlas ...
4300|710210|Diamantes, sin clasificar|710210 - Diamantes, sin clasificar
4301|710221|Diamantes industriales, en bruto o simplemente aserrados, exfoliados o desbastados|710221 - Diamantes industriales, en bruto o simplemente aserrados, exfoliados o desbastados
4302|710229|Diamantes industriales, trabajados, sin montar ni engarzar (exc. piedras sin montar para agujas ...|710229 - Diamantes industriales, trabajados, sin montar ni engarzar (exc. piedras sin montar para agujas ...
4303|710231|Diamantes, en bruto o simplemente aserrados, exfoliados o desbastados (exc. diamantes industriales)|710231 - Diamantes, en bruto o simplemente aserrados, exfoliados o desbastados (exc. diamantes industriales)
4304|710239|Diamantes, trabajados, sin montar ni engarzar (exc. diamantes industriales)|710239 - Diamantes, trabajados, sin montar ni engarzar (exc. diamantes industriales)
4305|710310|Piedras preciosas o semipreciosas, naturales, en bruto o simplemente aserradas o desbastadas, ...|710310 - Piedras preciosas o semipreciosas, naturales, en bruto o simplemente aserradas o desbastadas, ...
4306|710391|Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni ...|710391 - Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni ...
4307|710399|"Piedras preciosas o semipreciosas """"naturales"""", trabajadas, incl. clasificadas, pero sin ..."""|"710399 - Piedras preciosas o semipreciosas """"naturales"""", trabajadas, incl. clasificadas, pero sin ..."""
4308|710410|Cuarzo piezoeléctrico, de piedras sintéticas o reconstituidas, incl. trabajado o clasificado, ...|710410 - Cuarzo piezoeléctrico, de piedras sintéticas o reconstituidas, incl. trabajado o clasificado, ...
4309|710420|Piedras preciosas o semipreciosas, sintéticas o reconstituidas, en bruto o simplemente aserradas ...|710420 - Piedras preciosas o semipreciosas, sintéticas o reconstituidas, en bruto o simplemente aserradas ...
4310|710421|Diamantes, sintéticas o reconstituidas, en bruto o simplemente aserradas o desbastadas|710421 - Diamantes, sintéticas o reconstituidas, en bruto o simplemente aserradas o desbastadas
4311|710429|Piedras preciosas o semipreciosas, sintéticas o reconstituidas, en bruto o simplemente aserradas ...|710429 - Piedras preciosas o semipreciosas, sintéticas o reconstituidas, en bruto o simplemente aserradas ...
4312|710490|Piedras preciosas o semipreciosas, sintéticas o reconstituidas, trabajadas, incl. clasificadas, ...|710490 - Piedras preciosas o semipreciosas, sintéticas o reconstituidas, trabajadas, incl. clasificadas, ...
4313|710491|Diamantes, sintéticas o reconstituidas, trabajadas, incl. clasificadas, pero sin ensartar, ...|710491 - Diamantes, sintéticas o reconstituidas, trabajadas, incl. clasificadas, pero sin ensartar, ...
4314|710499|Piedras preciosas o semipreciosas, sintéticas o reconstituidas, trabajadas, incl. clasificadas, ...|710499 - Piedras preciosas o semipreciosas, sintéticas o reconstituidas, trabajadas, incl. clasificadas, ...
4315|710510|Polvo de diamante, incl. de diamante sintético|710510 - Polvo de diamante, incl. de diamante sintético
4316|710590|"Polvo de piedras preciosas, semipreciosas """"naturales"""" o sintéticas (exc. de diamante)"""""|"710590 - Polvo de piedras preciosas, semipreciosas """"naturales"""" o sintéticas (exc. de diamante)"""""
4317|710610|Plata, incl. la plata dorada y la platinada, en polvo|710610 - Plata, incl. la plata dorada y la platinada, en polvo
4318|710691|Plata, incl. la plata dorada y la platinada, en bruto,  (exc. en polvo)|710691 - Plata, incl. la plata dorada y la platinada, en bruto,  (exc. en polvo)
4319|710692|Plata, incl. la plata dorada y la platinada, semi manufacturada.|710692 - Plata, incl. la plata dorada y la platinada, semi manufacturada.
4320|710700|Chapado (plaqué) de plata sobre metal común, en bruto o semilabrado|710700 - Chapado (plaqué) de plata sobre metal común, en bruto o semilabrado
4321|710811|Oro, incl. el oro platinado, en polvo, para uso no monetario|710811 - Oro, incl. el oro platinado, en polvo, para uso no monetario
4322|710812|Oro, incl. el oro platinado, en bruto, para uso no monetario (exc. en polvo)|710812 - Oro, incl. el oro platinado, en bruto, para uso no monetario (exc. en polvo)
4323|710813|Oro, incl. el oro platinado, semilabrado, para uso no monetario|710813 - Oro, incl. el oro platinado, semilabrado, para uso no monetario
4324|710820|Oro para uso monetario|710820 - Oro para uso monetario
4325|710900|Chapado (plaqué) de oro sobre metal común o sobre plata, en bruto o semilabrado|710900 - Chapado (plaqué) de oro sobre metal común o sobre plata, en bruto o semilabrado
4326|711011|Platino, en bruto o en polvo|711011 - Platino, en bruto o en polvo
4327|711019|Platino, semilabrado|711019 - Platino, semilabrado
4328|711021|Paladio, en bruto o en polvo|711021 - Paladio, en bruto o en polvo
4329|711029|Paladio, semilabrado|711029 - Paladio, semilabrado
4330|711031|Rodio, en bruto o en polvo|711031 - Rodio, en bruto o en polvo
4331|711039|Rodio, semilabrado|711039 - Rodio, semilabrado
4332|711041|Iridio, osmio y rutenio, en bruto o en polvo|711041 - Iridio, osmio y rutenio, en bruto o en polvo
4333|711049|Iridio, osmio y rutenio, semilabrados|711049 - Iridio, osmio y rutenio, semilabrados
4334|711100|Chapado (plaqué) de platino sobre metal común, plata u oro, en bruto o semilabrado|711100 - Chapado (plaqué) de platino sobre metal común, plata u oro, en bruto o semilabrado
4335|711210|Desperdicios y residuos de oro o de chapados de oro. exclusoin de las cenizas de ofebreria|711210 - Desperdicios y residuos de oro o de chapados de oro. exclusoin de las cenizas de ofebreria
4336|711220|Desperdicios y residuos de platino o de chapados de platino. exclusoin de las cenizas de o|711220 - Desperdicios y residuos de platino o de chapados de platino. exclusoin de las cenizas de o
4337|711230|Cenizas que contengan metal precioso o compuestos de metal precioso|711230 - Cenizas que contengan metal precioso o compuestos de metal precioso
4338|711290|Demas desperdicios y residuos, de metales preciosos o de chapados de metales|711290 - Demas desperdicios y residuos, de metales preciosos o de chapados de metales
4339|711291|Desperdicios y desechos de oro, incl. chapados de oro y demás desperdicios y desechos que contengan ...|711291 - Desperdicios y desechos de oro, incl. chapados de oro y demás desperdicios y desechos que contengan ...
4340|711292|Desperdicios y desechos de platino, incl. chapados de platino y demás desperdicios y desechos ...|711292 - Desperdicios y desechos de platino, incl. chapados de platino y demás desperdicios y desechos ...
4341|711299|Desperdicios y desechos de plata, incl. chapados de plata y demás desperdicios y desechos que ...|711299 - Desperdicios y desechos de plata, incl. chapados de plata y demás desperdicios y desechos que ...
4342|711311|"Artículos de joyería y sus partes, de plata, incl. revestida o chapada de metal precioso """"plaqué"""" ..."""|"711311 - Artículos de joyería y sus partes, de plata, incl. revestida o chapada de metal precioso """"plaqué"""" ..."""
4343|711319|"Artículos de joyería y sus partes, de metales preciosos distintos de la plata, incl. revestidos ..."""|"711319 - Artículos de joyería y sus partes, de metales preciosos distintos de la plata, incl. revestidos ..."""
4344|711320|"Artículos de joyería y sus partes, de chapado de metal precioso """"plaqué"""" sobre metal común ..."""|"711320 - Artículos de joyería y sus partes, de chapado de metal precioso """"plaqué"""" sobre metal común ..."""
4345|711411|"Artículos de orfebrería y sus partes, de plata, incl. revestidos o chapado de metal precioso ..."""|"711411 - Artículos de orfebrería y sus partes, de plata, incl. revestidos o chapado de metal precioso ..."""
4346|711419|"Artículos de orfebrería y sus partes, de metales preciosos distintos de la plata, incl. revestidos ..."""|"711419 - Artículos de orfebrería y sus partes, de metales preciosos distintos de la plata, incl. revestidos ..."""
4347|711420|"Artículos de orfebrería y sus partes, de chapado de metal precioso """"plaqué"""" sobre metal ..."""|"711420 - Artículos de orfebrería y sus partes, de chapado de metal precioso """"plaqué"""" sobre metal ..."""
4348|711510|Catalizadores de platino en forma de tela o enrejado|711510 - Catalizadores de platino en forma de tela o enrejado
4349|711590|"Manufacturas de metal precioso o manufacturas de chapado de metal precioso """"plaqué"""", n.c.o.p."""""|"711590 - Manufacturas de metal precioso o manufacturas de chapado de metal precioso """"plaqué"""", n.c.o.p."""""
4350|711610|"Manufacturas de perlas finas """"naturales"""" o cultivadas, n.c.o.p."""""|"711610 - Manufacturas de perlas finas """"naturales"""" o cultivadas, n.c.o.p."""""
4351|711620|"Manufacturas de piedras preciosas o semipreciosas """"naturales, sintéticas o reconstituidas"""", ..."""|"711620 - Manufacturas de piedras preciosas o semipreciosas """"naturales, sintéticas o reconstituidas"""", ..."""
4352|711711|Gemelos y pasadores simil., de metal común, incl. plateados, dorados o platinados|711711 - Gemelos y pasadores simil., de metal común, incl. plateados, dorados o platinados
4353|711719|Bisutería de metal común esmaltado o no con metales preciosos (excl.como gemelos y pasadores ...|711719 - Bisutería de metal común esmaltado o no con metales preciosos (excl.como gemelos y pasadores ...
4354|711790|Bisutería (exc. de metal común, incl. plateado, dorado o platinado)|711790 - Bisutería (exc. de metal común, incl. plateado, dorado o platinado)
4355|711810|Monedas (exc. de curso legal, monedas de oro, condecoraciones, artículos de joyería hechos ...|711810 - Monedas (exc. de curso legal, monedas de oro, condecoraciones, artículos de joyería hechos ...
